tau,SCS-3.0,OSQP,SCS_AA1,SCS_AA2
1.0,0.18840579710144928,0.5797101449275363,0.16666666666666666,0.1956521739130435
1.0092621909870476,0.2028985507246377,0.5797101449275363,0.17391304347826086,0.1956521739130435
1.0186101701559758,0.21739130434782608,0.5797101449275363,0.18115942028985507,0.2028985507246377
1.0280447320933093,0.2318840579710145,0.5869565217391305,0.18115942028985507,0.21739130434782608
1.0375666787451858,0.2318840579710145,0.5942028985507246,0.2028985507246377,0.21739130434782608
1.0471768194855202,0.2318840579710145,0.5942028985507246,0.21014492753623187,0.21739130434782608
1.0568759711848041,0.2391304347826087,0.5942028985507246,0.21739130434782608,0.21739130434782608
1.0666649582795393,0.2391304347826087,0.5942028985507246,0.2246376811594203,0.2318840579710145
1.0765446128423155,0.2391304347826087,0.5942028985507246,0.2246376811594203,0.2391304347826087
1.0865157746525382,0.2391304347826087,0.6014492753623188,0.2318840579710145,0.2463768115942029
1.0965792912678098,0.2463768115942029,0.6014492753623188,0.2536231884057971,0.2463768115942029
1.1067360180959736,0.2536231884057971,0.6086956521739131,0.2608695652173913,0.2536231884057971
1.116986818467823,0.2536231884057971,0.6086956521739131,0.26811594202898553,0.2536231884057971
1.1273325637104867,0.2536231884057971,0.6086956521739131,0.26811594202898553,0.2536231884057971
1.1377741332214912,0.2536231884057971,0.6159420289855072,0.26811594202898553,0.2608695652173913
1.148312414543511,0.2536231884057971,0.6231884057971014,0.26811594202898553,0.2608695652173913
1.158948303439811,0.2608695652173913,0.6231884057971014,0.2753623188405797,0.26811594202898553
1.1696827039703852,0.26811594202898553,0.644927536231884,0.2753623188405797,0.2826086956521739
1.180516528568805,0.26811594202898553,0.644927536231884,0.2826086956521739,0.2898550724637681
1.1914506981197759,0.2753623188405797,0.644927536231884,0.2898550724637681,0.2898550724637681
1.2024861420374122,0.2898550724637681,0.6521739130434783,0.30434782608695654,0.2898550724637681
1.2136237983442408,0.2898550724637681,0.6521739130434783,0.3188405797101449,0.2898550724637681
1.2248646137509314,0.2898550724637681,0.6521739130434783,0.3188405797101449,0.2971014492753623
1.2362095437367686,0.2898550724637681,0.6521739130434783,0.3188405797101449,0.2971014492753623
1.2476595526308696,0.2898550724637681,0.6521739130434783,0.32608695652173914,0.2971014492753623
1.259215613694151,0.30434782608695654,0.6666666666666666,0.34057971014492755,0.2971014492753623
1.2708787092020586,0.30434782608695654,0.6666666666666666,0.34057971014492755,0.30434782608695654
1.2826498305280605,0.30434782608695654,0.6666666666666666,0.34057971014492755,0.3115942028985507
1.2945299782279156,0.30434782608695654,0.6666666666666666,0.34057971014492755,0.3188405797101449
1.306520162124721,0.30434782608695654,0.6666666666666666,0.34057971014492755,0.3188405797101449
1.3186214013947486,0.3115942028985507,0.6666666666666666,0.34782608695652173,0.32608695652173914
1.330834724654075,0.3115942028985507,0.6666666666666666,0.34782608695652173,0.34057971014492755
