tau,SCS,OSQP,COSMO
568.5317913873754,1.0,1.0,0.945
573.7976414214133,1.0,1.0,0.945
579.1122647641758,1.0,1.0,0.945
584.4761131633632,1.0,1.0,0.945
589.8896425508499,1.0,1.0,0.945
595.353313081437,1.0,1.0,0.945
600.8675891719687,1.0,1.0,0.945
606.4329395408062,1.0,1.0,0.945
612.0498372476696,1.0,1.0,0.945
617.7187597338494,1.0,1.0,0.945
623.4401888627864,1.0,1.0,0.945
629.2146109610344,1.0,1.0,0.945
635.0425168595962,1.0,1.0,0.945
640.924401935645,1.0,1.0,0.945
646.8607661546328,1.0,1.0,0.945
652.8521141127848,1.0,1.0,0.945
658.898955079995,1.0,1.0,0.945
665.0018030431119,1.0,1.0,0.945
671.161176749628,1.0,1.0,0.945
677.3775997517752,1.0,1.0,0.945
683.6516004510238,1.0,1.0,0.945
689.9837121430019,1.0,1.0,0.945
696.3744730628222,1.0,1.0,0.945
702.8244264308346,1.0,1.0,0.945
709.3341204987997,1.0,1.0,0.945
715.9041085964889,1.0,1.0,0.945
722.5349491787214,1.0,1.0,0.945
729.2272058728313,1.0,1.0,0.945
735.9814475265764,1.0,1.0,0.945
742.7982482564919,1.0,1.0,0.945
749.6781874966877,1.0,1.0,0.945
756.6218500481056,1.0,1.0,0.945
763.6298261282242,1.0,1.0,0.945
770.7027114212295,1.0,1.0,0.945
777.841107128649,1.0,1.0,0.945
785.0456200204509,1.0,1.0,0.945
792.3168624866254,1.0,1.0,0.945
799.6554525892346,1.0,1.0,0.945
807.0620141149499,1.0,1.0,0.945
814.5371766280746,1.0,1.0,0.945
822.0815755240541,1.0,1.0,0.945
829.6958520834906,1.0,1.0,0.945
837.380653526649,1.0,1.0,0.945
845.1366330684713,1.0,1.0,0.945
852.9644499741025,1.0,1.0,0.945
860.8647696149245,1.0,1.0,0.945
868.8382635251185,1.0,1.0,0.945
876.8856094587427,1.0,1.0,0.945
885.0074914473439,1.0,1.0,0.945
893.2045998580968,1.0,1.0,0.945
901.4776314524918,1.0,1.0,0.945
909.8272894455558,1.0,1.0,0.945
918.2542835656282,1.0,1.0,0.945
926.7593301146883,1.0,1.0,0.945
935.3431520292387,1.0,1.0,0.945
944.0064789417603,1.0,1.0,0.945
952.750047242729,1.0,1.0,0.945
961.5746001432095,1.0,1.0,0.945
970.4808877380307,1.0,1.0,0.945
979.4696670695396,1.0,1.0,0.945
988.5417021919574,1.0,1.0,0.945
997.6977642363202,1.0,1.0,0.945
1006.9386314760271,1.0,1.0,0.945
1016.2650893929952,1.0,1.0,0.945
1025.677930744422,1.0,1.0,0.945
1035.1779556301763,1.0,1.0,0.945
1044.7659715608042,1.0,1.0,0.945
1054.4427935261685,1.0,1.0,0.945
1064.2092440647245,1.0,1.0,0.945
1074.0661533334335,1.0,1.0,0.945
1084.014359178331,1.0,1.0,0.945
1094.0547072057425,1.0,1.0,0.945
1104.18805085416,1.0,1.0,0.945
1114.415251466788,1.0,1.0,0.945
1124.737178364752,1.0,1.0,0.945
1135.154708920999,1.0,1.0,0.945
1145.6687286348715,1.0,1.0,0.945
1156.2801312073755,1.0,1.0,0.945
1166.9898186171474,1.0,1.0,0.945
1177.7987011971193,1.0,1.0,0.945
1188.7076977119034,1.0,1.0,0.945
1199.7177354358844,1.0,1.0,0.945
1210.8297502320395,1.0,1.0,0.945
1222.0446866314887,1.0,1.0,0.945
1233.363497913776,1.0,1.0,0.945
1244.787146187906,1.0,1.0,0.945
1256.3166024741201,1.0,1.0,0.945
1267.9528467864338,1.0,1.0,0.945
1279.6968682159415,1.0,1.0,0.945
1291.549665014884,1.0,1.0,0.945
1303.512244681509,1.0,1.0,0.945
1315.5856240457038,1.0,1.0,0.945
1327.770829355429,1.0,1.0,0.945
1340.0688963639507,1.0,1.0,0.945
1352.4808704178754,1.0,1.0,0.945
1365.0078065460139,1.0,1.0,0.945
1377.6507695490536,1.0,1.0,0.945
1390.4108340900696,1.0,1.0,0.945
1403.2890847858732,1.0,1.0,0.945
1416.2866162991988,1.0,1.0,0.945
1429.4045334317611,1.0,1.0,0.945
1442.6439512181573,1.0,1.0,0.945
1456.0059950206485,1.0,1.0,0.945
1469.4918006248172,1.0,1.0,0.945
1483.1025143361044,1.0,1.0,0.945
1496.8392930772557,1.0,1.0,0.945
1510.7033044866541,1.0,1.0,0.945
1524.695727017573,1.0,1.0,0.945
1538.8177500383463,1.0,1.0,0.945
1553.07057393346,1.0,1.0,0.945
1567.455410205595,1.0,1.0,0.945
1581.9734815785998,1.0,1.0,0.945
1596.6260221014252,1.0,1.0,0.945
1611.41427725302,1.0,1.0,0.945
1626.3395040481923,1.0,1.0,0.945
1641.4029711444664,1.0,1.0,0.945
1656.6059589499134,1.0,1.0,0.945
1671.94975973199,1.0,1.0,0.945
1687.4356777273756,1.0,1.0,0.945
1703.0650292528444,1.0,1.0,0.945
1718.8391428171456,1.0,1.0,0.945
1734.7593592339308,1.0,1.0,0.945
1750.827031735725,1.0,1.0,0.945
1767.0435260889467,1.0,1.0,0.945
1783.4102207100082,1.0,1.0,0.945
1799.9285067824765,1.0,1.0,0.945
1816.5997883753266,1.0,1.0,0.945
1833.4254825622907,1.0,1.0,0.945
1850.4070195423021,1.0,1.0,0.945
1867.545842761076,1.0,1.0,0.945
1884.8434090337953,1.0,1.0,0.945
1902.301188668944,1.0,1.0,0.945
1919.9206655932849,1.0,1.0,0.945
1937.703337477989,1.0,1.0,0.945
1955.650715865949,1.0,1.0,0.945
1973.7643263002553,1.0,1.0,0.945
1992.0457084538693,1.0,1.0,0.945
2010.496416260499,1.0,1.0,0.945
2029.1180180466781,1.0,1.0,0.945
2047.9120966650855,1.0,1.0,0.945
2066.880249629082,1.0,1.0,0.945
2086.0240892485026,1.0,1.0,0.945
2105.345242766706,1.0,1.0,0.945
2124.8453524988827,1.0,1.0,0.945
2144.5260759716675,1.0,1.0,0.945
2164.3890860640204,1.0,1.0,0.945
2184.436071149426,1.0,1.0,0.945
2204.6687352394097,1.0,1.0,0.945
2225.0887981283695,1.0,1.0,0.945
2245.697995539774,1.0,1.0,0.945
2266.498079273693,1.0,1.0,0.945
2287.490817355702,1.0,1.0,0.945
2308.6779941871696,1.0,1.0,0.945
2330.0614106969247,1.0,1.0,0.945
2351.6428844943484,1.0,1.0,0.945
2373.424250023866,1.0,1.0,0.945
2395.407358720877,1.0,1.0,0.945
2417.594079169131,1.0,1.0,0.945
2439.98629725955,1.0,1.0,0.945
2462.5859163505465,1.0,1.0,0.945
2485.3948574297983,1.0,1.0,0.945
2508.4150592775386,1.0,1.0,0.945
2531.6484786313554,1.0,1.0,0.945
2555.097090352507,1.0,1.0,0.945
2578.7628875938008,1.0,1.0,0.945
2602.6478819690046,1.0,1.0,0.945
2626.7541037238357,1.0,1.0,0.945
2651.083601908539,1.0,1.0,0.945
2675.6384445520453,1.0,1.0,0.945
2700.4207188377727,1.0,1.0,0.945
2725.432531281028,1.0,1.0,0.945
2750.6760079080645,1.0,1.0,0.945
2776.153294436801,1.0,1.0,0.945
2801.866556459195,1.0,1.0,0.945
2827.817979625341,1.0,1.0,0.945
2854.0097698292375,1.0,1.0,0.945
2880.4441533962977,1.0,1.0,0.945
2907.123377272578,1.0,1.0,0.945
2934.049709215787,1.0,1.0,0.945
2961.2254379880346,1.0,1.0,0.945
2988.6528735503825,1.0,1.0,0.945
3016.3343472591973,1.0,1.0,0.945
3044.272212064303,1.0,1.0,0.945
3072.4688427090036,1.0,1.0,0.945
3100.9266359319267,1.0,1.0,0.945
3129.6480106707504,1.0,1.0,0.945
3158.635408267819,1.0,1.0,0.945
3187.8912926776457,1.0,1.0,0.945
3217.4181506763716,1.0,1.0,0.945
3247.218492073129,1.0,1.0,0.945
3277.294849923382,1.0,1.0,0.945
3307.6497807442424,1.0,1.0,0.945
3338.285864731761,1.0,1.0,0.945
3369.2057059802673,1.0,1.0,0.945
3400.411932703706,1.0,1.0,0.945
3431.9071974590424,1.0,1.0,0.945
3463.6941773717344,1.0,1.0,0.945
3495.775574363275,1.0,1.0,0.945
3528.154115380883,1.0,1.0,0.945
3560.832552629278,1.0,1.0,0.945
3593.813663804626,1.0,1.0,0.945
3627.1002523306483,1.0,1.0,0.945
3660.695147596902,1.0,1.0,0.945
3694.6012051993025,1.0,1.0,0.945
3728.8213071828336,1.0,1.0,0.945
3763.3583622865326,1.0,1.0,0.945
3798.215306190736,1.0,1.0,0.945
3833.3951017666013,1.0,1.0,0.945
3868.9007393279753,1.0,1.0,0.945
3904.73523688556,1.0,1.0,0.945
3940.901640403448,1.0,1.0,0.945
3977.403024058037,1.0,1.0,0.945
4014.242490499322,1.0,1.0,0.945
4051.423171114647,1.0,1.0,0.945
4088.9482262948604,1.0,1.0,0.945
4126.820845702951,1.0,1.0,0.945
4165.044248545185,1.0,1.0,0.945
4203.6216838447135,1.0,1.0,0.945
4242.556430717777,1.0,1.0,0.945
4281.851798652411,1.0,1.0,0.945
4321.511127789762,1.0,1.0,0.945
4361.537789208006,1.0,1.0,0.945
4401.935185208875,1.0,1.0,0.945
4442.706749606883,1.0,1.0,0.945
4483.855948021186,1.0,1.0,0.945
4525.386278170166,1.0,1.0,0.945
4567.301270168747,1.0,1.0,0.945
4609.604486828433,1.0,1.0,0.946
4652.29952396019,1.0,1.0,0.946
4695.390010680058,1.0,1.0,0.946
4738.879609717651,1.0,1.0,0.946
4782.772017727485,1.0,1.0,0.946
4827.070965603183,1.0,1.0,0.946
4871.780218794631,1.0,1.0,0.946
4916.903577628026,1.0,1.0,0.946
4962.444877628914,1.0,1.0,0.946
5008.407989848212,1.0,1.0,0.946
5054.79682119124,1.0,1.0,0.946
5101.6153147498335,1.0,1.0,0.946
5148.867450137493,1.0,1.0,0.946
5196.557243827658,1.0,1.0,0.946
5244.688749495119,1.0,1.0,0.946
5293.266058360561,1.0,1.0,0.946
5342.293299538353,1.0,1.0,0.946
5391.7746403875,1.0,1.0,0.946
5441.714286865893,1.0,1.0,0.946
5492.116483887789,1.0,1.0,0.946
5542.985515684669,1.0,1.0,0.946
5594.325706169378,1.0,1.0,0.946
5646.141419303667,1.0,1.0,0.946
5698.437059469142,1.0,1.0,0.946
5751.217071841614,1.0,1.0,0.946
5804.485942768978,1.0,1.0,0.946
5858.248200152536,1.0,1.0,0.946
5912.508413831875,1.0,1.0,0.946
5967.271195973317,1.0,1.0,0.946
6022.541201461928,1.0,1.0,0.946
6078.32312829723,1.0,1.0,0.946
6134.621717992506,1.0,1.0,0.946
6191.441755977841,1.0,1.0,0.946
6248.788072006894,1.0,1.0,0.946
6306.6655405674055,1.0,1.0,0.946
6365.079081295571,1.0,1.0,0.946
6424.033659394191,1.0,1.0,0.946
6483.534286054721,1.0,1.0,0.946
6543.586018883236,1.0,1.0,0.946
6604.193962330305,1.0,1.0,0.946
6665.363268124914,1.0,1.0,0.946
6727.099135712337,1.0,1.0,0.946
6789.406812696106,1.0,1.0,0.946
6852.291595284064,1.0,1.0,0.946
6915.758828738525,1.0,1.0,0.946
6979.81390783066,1.0,1.0,0.947
7044.462277299037,1.0,1.0,0.947
7109.709432312431,1.0,1.0,0.947
7175.560918936929,1.0,1.0,0.947
7242.022334607315,1.0,1.0,0.947
7309.099328602911,1.0,1.0,0.948
7376.79760252773,1.0,1.0,0.948
7445.122910795136,1.0,1.0,0.948
7514.08106111697,1.0,1.0,0.949
7583.677914997191,1.0,1.0,0.949
7653.919388230148,1.0,1.0,0.949
7724.8114514034005,1.0,1.0,0.949
7796.360130405229,1.0,1.0,0.949
7868.571506936852,1.0,1.0,0.949
7941.45171902934,1.0,1.0,0.949
8015.006961565405,1.0,1.0,0.95
8089.243486805938,1.0,1.0,0.95
8164.167604921464,1.0,1.0,0.95
8239.78568452852,1.0,1.0,0.95
8316.104153230961,1.0,1.0,0.95
8393.129498166365,1.0,1.0,0.951
8470.868266557402,1.0,1.0,0.951
8549.327066268375,1.0,1.0,0.951
8628.512566366895,1.0,1.0,0.951
8708.431497690724,1.0,1.0,0.952
8789.090653419955,1.0,1.0,0.952
8870.496889654403,1.0,1.0,0.952
8952.657125996391,1.0,1.0,0.952
9035.57834613893,1.0,1.0,0.953
9119.267598459299,1.0,1.0,0.953
9203.73199661822,1.0,1.0,0.953
9288.978720164498,1.0,1.0,0.953
9375.015015145289,1.0,1.0,0.954
9461.848194722003,1.0,1.0,0.954
9549.485639791967,1.0,1.0,0.955
9637.934799615785,1.0,1.0,0.956
9727.203192450537,1.0,1.0,0.956
9817.29840618884,1.0,1.0,0.956
9908.228099003798,1.0,1.0,0.957
10000.0,1.0,1.0,0.957
